title,details,address,tags,price
兴贤街191号院 3室1厅1卫,3室1厅|90平米|高层(共6层),兴贤街191号院  |邛崃市-邛崃城区兴贤街191号,经政府平台权属核验|整租|朝东,890 元/月
光华瑞廷 3室1厅1卫,3室1厅|86平米|高层(共33层),光华瑞廷  |温江-南熏大道永兴路1088号,经政府平台权属核验|整租|东南|有电梯|4/17号线,1500 元/月
川音小区 2室1厅2卫,2室1厅|100平米|中层(共6层),"川音小区  |新都-新都新城区学院路东段516号,学院路东段680号",未核验|整租|朝南,1200 元/月
希望未来城(二期) 3室2厅1卫,3室2厅|114平米|中层(共32层),希望未来城(二期)  |金堂-三星学府大道655号,经政府平台权属核验|整租|朝南|有电梯,1500 元/月
天赋龙庭 2室2厅2卫,2室2厅|70平米|高层(共24层),天赋龙庭  |龙泉驿-西河龙祥商业街88号,经政府平台权属核验|整租|南北|有电梯,1400 元/月
鸿运星城 2室2厅1卫,2室2厅|75平米|高层(共18层),鸿运星城  |彭州-彭州城区牡丹北路259号,经政府平台权属核验|整租|朝南|有电梯,1400 元/月
汀兰湾 2室1厅1卫,2室1厅|64平米|中层(共18层),汀兰湾  |温江-大学城德通桥路688号,经政府平台权属核验|整租|朝南|有电梯|17号线,1400 元/月
龙城国际(商住楼) 1室0厅1卫,1室0厅|37平米|中层(共28层),龙城国际(商住楼)  |郫都-红光红高路88号,经政府平台权属核验|整租|朝南|6号线,1400 元/月
万科缇香荟 1室1厅1卫,1室1厅|30平米|低层(共32层),万科缇香荟  |新都-新都新城区蓉香路160号,经政府平台权属核验|整租|朝南|3号线,1050 元/月
福泉中心 1室0厅1卫,1室0厅|43平米|中层(共26层),福泉中心  |龙泉驿-总站片区鲸龙路118号,经政府平台权属核验|整租|东南|有电梯|2号线,1200 元/月
华府幸福城 3室2厅1卫,3室2厅|78平米|高层(共34层),华府幸福城  |龙泉驿-阳光城幸福大道333号,经政府平台权属核验|整租|朝南|有电梯,1400 元/月
凤凰岛 2室2厅1卫,2室2厅|69平米|低层(共33层),凤凰岛  |青白江-凤凰新城凤凰大道二段765号,经政府平台权属核验|整租|朝南|有电梯,1500 元/月
双桥路184号院 2室0厅1卫,2室0厅|53平米|共5层,双桥路184号院  |成华-双桥子双桥路184号,经政府平台权属核验|整租|朝南|2/4/6/8号线,1400 元/月
常乐小区(南区) 1室0厅1卫,1室0厅|20平米|共5层,常乐小区(南区)  |双流-航空港学府西路南四街,未核验|整租|朝东,500 元/月
师大现代花园(商住楼) 1室1厅1卫,1室1厅|22平米|低层(共32层),师大现代花园(商住楼)  |龙泉驿-大面龙城大道9号,经政府平台权属核验|整租|南北|有电梯,980 元/月
人居大同峰荟 2室2厅1卫,2室2厅|68平米|低层(共32层),人居大同峰荟  |青白江-凤凰新城大弯东路,经政府平台权属核验|整租|朝东|有电梯,1300 元/月
山水间 1室1厅1卫,1室1厅|48.9平米|低层(共6层),山水间  |都江堰-玉堂赵公路158号,经政府平台权属核验|整租|朝南|有电梯,1100 元/月
蓝光锦绣香江国际社区 2室1厅1卫,2室1厅|80平米|中层(共18层),"蓝光锦绣香江国际社区  |金堂-金堂城区观岭大道5号,观岭大道555号附1号",经政府平台权属核验|整租|西南|有电梯,1400 元/月
光明苑A区 1室0厅1卫,1室0厅|25平米|共5层,光明苑A区  |双流-文星润园北街88号,未核验|整租|朝南|8号线,1000 元/月
万达MINISOHO 1室1厅1卫,1室1厅|27.7平米|中层(共32层),"万达MINISOHO  |郫都-蜀都万达凉水井街388号,凉水井街400号",经政府平台权属核验|整租|东南|有电梯|6号线,1200 元/月
水城师苑 3室1厅1卫,3室1厅|93平米|低层(共6层),"水城师苑  |金堂-金堂城区金堂大道836号,成金大道666号",经政府平台权属核验|整租|朝南,900 元/月
小蜀都苑 2室2厅1卫,2室2厅|75平米|高层(共6层),"小蜀都苑  |郫都-郫筒王府商业街70号,一环路东北段72号附10号",经政府平台权属核验|整租|朝东|6号线,1200 元/月
石板嘉苑A区 3室1厅2卫,3室1厅|114平米|高层(共7层),石板嘉苑A区  |简阳-天府国际机场简仁路,经政府平台权属核验|整租|朝南,1000 元/月
龙泉天立广场 2室1厅1卫,2室1厅|64.2平米|高层(共33层),龙泉天立广场  |龙泉驿-总站片区驿都中路6号,经政府平台权属核验|整租|朝东|有电梯|2号线,1500 元/月
龙城1号 1室0厅1卫,1室0厅|20平米|中层(共32层),龙城1号  |龙泉驿-大面龙城大道1号,经政府平台权属核验|整租|朝南|2号线,800 元/月
鸿昌苑 2室1厅1卫,2室1厅|81.5平米|高层(共6层),鸿昌苑  |双流-东升镇长治路三段37号,经政府平台权属核验|整租|南北|3号线,1000 元/月
中节能新时代广场(商住楼) 1室1厅1卫,1室1厅|46.6平米|中层(共13层),中节能新时代广场(商住楼)  |彭州-彭州城区回龙西路136号,经政府平台权属核验|整租|朝北|有电梯,1100 元/月
海伦天麓 1室1厅1卫,1室1厅|33平米|高层(共28层),海伦天麓  |天府新区-麓山万东路466号,经政府平台权属核验|整租|朝南|1/6号线,1500 元/月
东城1号 3室2厅2卫,3室2厅|116平米|低层(共28层),"东城1号  |简阳-城东新区雄州大道,近沱江四桥",未核验|整租|朝西,1300 元/月
嘉和瑞景 2室2厅1卫,2室2厅|75平米|中层(共18层),嘉和瑞景  |青白江-青白江城区华逸路111号,经政府平台权属核验|整租|东西,1200 元/月
城北名苑 2室2厅1卫,2室2厅|95.4平米|高层(共6层),城北名苑  |邛崃市-邛崃城区永丰路191号,经政府平台权属核验|整租|南北,1200 元/月
南滨路104号院 2室1厅1卫,2室1厅|86平米|中层(共6层),南滨路104号院  |金堂-金堂城区南滨路104号,经政府平台权属核验|整租|东南,850 元/月
高堆小区 1室1厅1卫,1室1厅|45平米|共5层,高堆小区  |新都-大丰博雅路1号,未核验|整租|朝南|5号线,1000 元/月
金色新时代 1室1厅1卫,1室1厅|42平米|高层(共32层),金色新时代  |龙泉驿-总站片区建材路506号,经政府平台权属核验|整租|朝南|有电梯|2号线,1200 元/月
融侨悦蓉城(商住楼) 1室1厅1卫,1室1厅|31平米|高层(共22层),融侨悦蓉城(商住楼)  |新都-大丰南丰大道155号,经政府平台权属核验|整租|朝南|有电梯|5号线,1400 元/月
玉带苑 3室2厅2卫,3室2厅|159平米|高层(共6层),玉带苑  |都江堰-都江堰城区玉带新街79号,经政府平台权属核验|整租|朝南,900 元/月
中节能新时代广场(商住楼) 1室1厅1卫,1室1厅|40平米|中层(共13层),中节能新时代广场(商住楼)  |彭州-彭州城区回龙西路136号,经政府平台权属核验|整租|朝南|有电梯,1300 元/月
百郦锦城 3室2厅2卫,3室2厅|119.2平米|中层(共30层),百郦锦城  |新都-新都新城区工业大道东段69号,经政府平台权属核验|整租|朝南|有电梯|3号线,1500 元/月
龙都国际 2室2厅1卫,2室2厅|73平米|中层(共32层),龙都国际  |龙泉驿-滨河片区龙都北路399号,经政府平台权属核验|整租|西南|有电梯,1500 元/月
锦苑2期(郫县) 2室1厅1卫,2室1厅|88平米|中层(共30层),锦苑2期(郫县)  |郫都-犀浦校园路501号,未核验|整租|朝南|有电梯|2/6号线,1400 元/月
恒大御景半岛 3室1厅1卫,3室1厅|92.9平米|高层(共32层),恒大御景半岛  |金堂-金堂城区金凤路555号,经政府平台权属核验|整租|朝西,1400 元/月
美乐广场 1室1厅1卫,1室1厅|48平米|中层(共26层),"美乐广场  |郫都-团结学院街13号,学院街18号",经政府平台权属核验|整租|朝南|有电梯,1500 元/月
锦绣华都东区 1室1厅1卫,1室1厅|60平米|高层(共7层),锦绣华都东区  |双流-东升镇三强北路二段88号,经政府平台权属核验|整租|东南|3号线,800 元/月
水乡嘉苑C区 1室1厅1卫,1室1厅|51平米|低层(共26层),水乡嘉苑C区  |成华-龙潭寺华裕路9号,未核验|整租|朝南|有电梯,1300 元/月
天府万科云城 1室0厅1卫,1室0厅|28.8平米|低层(共30层),"天府万科云城  |天府新区-兴隆湖湖畔路南段818号,创意北路558号",经政府平台权属核验|整租|朝南|有电梯|1号线,1400 元/月
吾家花苑 1室0厅1卫,1室0厅|33平米|高层(共12层),吾家花苑  |温江-大学城金府路东段,经政府平台权属核验|整租|南北|有电梯,1200 元/月
龙城高新天地 1室1厅1卫,1室1厅|38.7平米|高层(共20层),龙城高新天地  |郫都-犀浦迪康大道8号,经政府平台权属核验|整租|东南|有电梯|2/6号线,1260 元/月
化八院 1室0厅1卫,1室0厅|63平米|高层(共6层),化八院  |武侯-玉林玉洁东街2号,经政府平台权属核验|整租|朝南|1/3/8号线,1500 元/月
明珠苑 1室0厅1卫,1室0厅|47平米|共1层,明珠苑  |崇州-崇州城区唐安西路北二巷20号,经政府平台权属核验|整租|朝南,1000 元/月
和裕欧景 1室1厅1卫,1室1厅|40平米|高层(共22层),和裕欧景  |金堂-三星文达路221号,经政府平台权属核验|整租|朝南,800 元/月
常乐小区(南区) 1室0厅1卫,1室0厅|20平米|共5层,常乐小区(南区)  |双流-航空港学府西路南四街,未核验|整租|朝西,600 元/月
石灵新园2区 1室0厅1卫,1室0厅|27平米|共4层,石灵新园2区  |龙泉驿-十陵友谊路103号,经政府平台权属核验|整租|朝南|4号线,660 元/月
卓锦万黛(商住楼) 1室2厅1卫,1室2厅|48平米|低层(共28层),卓锦万黛(商住楼)  |龙泉驿-大面龙城大道666号,经政府平台权属核验|整租|朝南|有电梯,1400 元/月
龙城高新天地 1室1厅1卫,1室1厅|38.7平米|高层(共20层),龙城高新天地  |郫都-犀浦迪康大道8号,经政府平台权属核验|整租|东南|有电梯|2/6号线,1300 元/月
水城师苑 3室2厅1卫,3室2厅|92.8平米|高层(共6层),"水城师苑  |金堂-金堂城区金堂大道836号,成金大道666号",经政府平台权属核验|整租|东南,1000 元/月
香港城 1室1厅1卫,1室1厅|55平米|高层(共31层),"香港城  |简阳-老城区政府街93号,政府街121号",未核验|整租|朝南|有电梯,1000 元/月
蓝光公园锦汇 1室0厅1卫,1室0厅|36平米|中层(共21层),蓝光公园锦汇  |青白江-凤凰新城凤凰大道二段699号,经政府平台权属核验|整租|朝南|有电梯,900 元/月
新筑巴伦西亚鼎峰 2室1厅1卫,2室1厅|65平米|低层(共18层),新筑巴伦西亚鼎峰  |新津-新津城区兴园三路66号,经政府平台权属核验|整租|朝南|有电梯|10号线,1480 元/月
龙光世纪中心 1室1厅1卫,1室1厅|39平米|中层(共36层),龙光世纪中心  |成华-二仙桥成华大道二段298号,经政府平台权属核验|整租|西北|7/8号线,1500 元/月
锦绣苑 2室1厅1卫,2室1厅|76平米|高层(共6层),"锦绣苑  |新津-新津城区五津东路81号,五津东路151号",经政府平台权属核验|整租|朝南|10号线,850 元/月
金山御景蓝湾 2室1厅1卫,2室1厅|90平米|低层(共25层),金山御景蓝湾  |龙泉驿-阳光城阳光大道89号,经政府平台权属核验|整租|朝北,1500 元/月
怡和新城F3区 2室1厅1卫,2室1厅|75平米|中层(共27层),怡和新城F3区  |龙泉驿-总站片区双龙路388号,未核验|整租|朝南|有电梯|2号线,1400 元/月
一里塘新型社区(一期) 1室1厅1卫,1室1厅|62平米|高层(共13层),一里塘新型社区(一期)  |成华-成华周边斧头山支巷,未核验|整租|朝南|有电梯,1500 元/月
希望未来城(二期) 1室1厅1卫,1室1厅|31平米|低层(共26层),希望未来城(二期)  |金堂-三星学府大道655号,经政府平台权属核验|整租|南北|有电梯,850 元/月
蓝光公园锦汇 1室1厅1卫,1室1厅|36.1平米|低层(共25层),蓝光公园锦汇  |青白江-凤凰新城凤凰大道二段699号,经政府平台权属核验|整租|朝南|有电梯,900 元/月
融侨悦蓉城(商住楼) 2室1厅2卫,2室1厅|30.5平米|高层(共23层),融侨悦蓉城(商住楼)  |新都-大丰南丰大道155号,经政府平台权属核验|整租|西南|有电梯|5号线,1400 元/月
新力翡翠湾 3室2厅2卫,3室2厅|100平米|地下(共18层),新力翡翠湾  |青白江-文体中心红阳路500号,经政府平台权属核验|整租|朝南|有电梯,1350 元/月
兴业街118号院 2室2厅1卫,2室2厅|84平米|中层(共6层),兴业街118号院  |龙泉驿-十陵兴业街118号,经政府平台权属核验|整租|朝南|4号线,1200 元/月
自由假日 1室1厅1卫,1室1厅|40平米|低层(共12层),自由假日  |龙泉驿-阳光城同安路101号,经政府平台权属核验|整租|朝南,700 元/月
正中街126号 1室1厅1卫,1室1厅|20平米|中层(共8层),正中街126号  |简阳-老城区正中街126号,未核验|整租|朝南|有电梯,1400 元/月
南岳村九社自建小区 1室0厅1卫,1室0厅|15平米|共2层,南岳村九社自建小区  |温江-万春镇南岳村九社,未核验|整租|朝南|17号线,400 元/月
晶都小区 1室0厅1卫,1室0厅|30平米|共4层,"晶都小区  |郫都-犀浦兴业南街5号,国宁东路166号",经政府平台权属核验|整租|朝北|2/6号线,950 元/月
海德花园 4室2厅2卫,4室2厅|120.4平米|低层(共26层),海德花园  |彭州-彭州城区清江北路99号,经政府平台权属核验|整租|朝南|有电梯,1000 元/月
建发第五大道 1室0厅1卫,1室0厅|38平米|低层(共30层),建发第五大道  |天府新区-麓山麓山大道二段1201号,经政府平台权属核验|整租|朝北|有电梯|6号线,1500 元/月
蓝光金悦府(商住楼) 1室1厅1卫,1室1厅|31.2平米|低层(共23层),蓝光金悦府(商住楼)  |成华-动物园将军碑东二路88号,经政府平台权属核验|整租|朝南|有电梯|3号线,1300 元/月
龙城高新天地 1室1厅1卫,1室1厅|38.7平米|高层(共20层),龙城高新天地  |郫都-犀浦迪康大道8号,经政府平台权属核验|整租|东南|有电梯|2/6号线,1300 元/月
马超小区 2室1厅1卫,2室1厅|90平米|共5层,马超小区  |新都-石油大学桂水路46号,经政府平台权属核验|整租|朝南|3号线,1000 元/月
福泉中心 1室0厅1卫,1室0厅|43平米|中层(共26层),福泉中心  |龙泉驿-总站片区鲸龙路118号,经政府平台权属核验|整租|东南|有电梯|2号线,1160 元/月
银诚东方国际 2室1厅1卫,2室1厅|71平米|高层(共34层),银诚东方国际  |龙泉驿-西河龙跃商业街78号,经政府平台权属核验|整租|朝东|有电梯,1300 元/月
双清南路6号小区 1室1厅1卫,1室1厅|44平米|中层(共7层),双清南路6号小区  |青羊-府南新区双清南路6号,经政府平台权属核验|整租|东南|有电梯|2/4/7号线,1500 元/月
安居东苑 3室1厅1卫,3室1厅|106平米|高层(共7层),安居东苑  |青白江-文体中心安居路39号,经政府平台权属核验|整租|朝南,800 元/月
九州金色港湾 2室1厅1卫,2室1厅|72平米|高层(共24层),九州金色港湾  |青白江-文体中心凤祥大道78号,经政府平台权属核验|整租|朝北|有电梯,1000 元/月
招商依云上城(一期) 3室2厅2卫,3室2厅|95平米|高层(共42层),"招商依云上城(一期)  |龙泉驿-西河成洛大道,近西平路",经政府平台权属核验|整租|朝南,1400 元/月
蓝润V客东都二期(商住楼) 1室1厅1卫,1室1厅|23平米|高层(共34层),蓝润V客东都二期(商住楼)  |锦江-三圣乡银木街675号,经政府平台权属核验|整租|南北|2号线,1350 元/月
大邦第一城 2室1厅1卫,2室1厅|75平米|高层(共16层),大邦第一城  |青白江-青白江城区青江中路288号,经政府平台权属核验|整租|朝东,1100 元/月
昊天苑 1室1厅1卫,1室1厅|55平米|高层(共7层),"昊天苑  |新都-新都老城区工业大道西段97号,自富路296号",经政府平台权属核验|整租|朝南|3号线,1100 元/月
常乐小区(北区) 1室0厅1卫,1室0厅|18平米|高层(共6层),常乐小区(北区)  |双流-航空港学府西路,未核验|整租|朝西,550 元/月
学府苑(新都) 1室1厅1卫,1室1厅|60平米|高层(共18层),学府苑(新都)  |新都-石油大学蜀龙大道北段239号,经政府平台权属核验|整租|朝东|3号线,1200 元/月
丽雅美锦 1室1厅1卫,1室1厅|36平米|中层(共30层),"丽雅美锦  |青白江-青白江城区华金大道二段557号,同金街400号",经政府平台权属核验|整租|朝南,1188 元/月
银河花园(筒车路) 3室2厅2卫,3室2厅|118平米|低层(共26层),银河花园(筒车路)  |简阳-城东新区筒车路192号,未核验|整租|朝南|有电梯,1100 元/月
保利爱尚里(商住楼) 1室1厅1卫,1室1厅|43.5平米|高层(共29层),保利爱尚里(商住楼)  |新都-大丰诚信路456号,经政府平台权属核验|整租|朝东|5号线,1200 元/月
学府星天 2室2厅1卫,2室2厅|89平米|低层(共28层),学府星天  |金堂-三星文达路292号,经政府平台权属核验|整租|朝西|有电梯,800 元/月
香城名都 2室1厅1卫,2室1厅|91平米|高层(共18层),香城名都  |新都-石油大学蓉都大道南一段333号,经政府平台权属核验|整租|朝南|有电梯|3号线,1500 元/月
学府星天 3室2厅2卫,3室2厅|125平米|低层(共26层),学府星天  |金堂-三星文达路292号,经政府平台权属核验|整租|西南,1200 元/月
宏恩康城 3室2厅2卫,3室2厅|122平米|中层(共13层),宏恩康城  |青白江-青白江城区华逸路118号,经政府平台权属核验|整租|朝东|有电梯,1500 元/月
舜苑国色天香 1室1厅1卫,1室1厅|52平米|中层(共6层),"舜苑国色天香  |彭州-彭州城区朝阳中路460号,牡丹北路103号",经政府平台权属核验|整租|西南,1100 元/月
金鹤苑 3室2厅1卫,3室2厅|89.8平米|高层(共6层),金鹤苑  |金堂-金堂城区金园街139号,经政府平台权属核验|整租|朝南,900 元/月
泰康博观 2室1厅1卫,2室1厅|65平米|高层(共16层),泰康博观  |金堂-金堂城区朝阳街555号,经政府平台权属核验|整租|西南|有电梯,1200 元/月
听湖九园 3室2厅2卫,3室2厅|103平米|中层(共33层),听湖九园  |青白江-凤凰新城凤凰东二路99号,经政府平台权属核验|整租|朝南|有电梯,880 元/月
蝴蝶洲 3室1厅1卫,3室1厅|90.1平米|低层(共9层),蝴蝶洲  |青白江-凤凰新城凤祥大道1266号,经政府平台权属核验|整租|朝南,1500 元/月
天府欧城 2室2厅1卫,2室2厅|70平米|中层(共23层),天府欧城  |青白江-文体中心凤凰西七路31号,经政府平台权属核验|整租|朝东|有电梯,1200 元/月
旺府豪庭 2室1厅1卫,2室1厅|63平米|低层(共18层),旺府豪庭  |新都-石油大学万和北路99号,经政府平台权属核验|整租|朝东|3号线,1300 元/月
泰祺棕榈湖 2室1厅1卫,2室1厅|69.7平米|低层(共20层),泰祺棕榈湖  |金堂-三星棕榈湖路118号,经政府平台权属核验|整租|东南|有电梯,1000 元/月
金堂易山国际 2室2厅1卫,2室2厅|67平米|中层(共31层),金堂易山国际  |金堂-三星文达路333号,经政府平台权属核验|整租|朝西,1000 元/月
蜀都万达广场 1室1厅1卫,1室1厅|31.8平米|中层(共29层),蜀都万达广场  |郫都-蜀都万达望丛东路125号,经政府平台权属核验|整租|朝南|有电梯|6号线,1000 元/月
格调城 2室1厅1卫,2室1厅|80.3平米|高层(共32层),格调城  |龙泉驿-龙泉驿周边佳美路289号,经政府平台权属核验|整租|东北|有电梯,1500 元/月
保利大都汇熙汇(商住楼) 1室1厅1卫,1室1厅|36平米|低层(共27层),保利大都汇熙汇(商住楼)  |新都-大丰通力路766号,经政府平台权属核验|整租|朝东|有电梯|5号线,1250 元/月
七里溪香 3室2厅2卫,3室2厅|128平米|高层(共7层),七里溪香  |青白江-凤凰新城华金大道三段118号,经政府平台权属核验|整租|朝南,1500 元/月
电子路94号院 2室1厅1卫,2室1厅|86平米|共3层,电子路94号院  |新都-新都老城区香城大道电子路段94号,经政府平台权属核验|整租|南北|3号线,1000 元/月
恒大御景半岛 3室2厅2卫,3室2厅|104平米|中层(共34层),恒大御景半岛  |金堂-金堂城区金凤路555号,经政府平台权属核验|整租|朝西,1300 元/月
龙湖时代天街 1室1厅1卫,1室1厅|30平米|高层(共27层),龙湖时代天街  |高新西区-西源大道合作路89号,经政府平台权属核验|整租|东南|有电梯,1500 元/月
蓝光公园锦汇(商住楼) 1室0厅1卫,1室0厅|36平米|低层(共32层),"蓝光公园锦汇(商住楼)  |青白江-凤凰新城凤凰西二路,凤凰大道二段",经政府平台权属核验|整租|朝北|有电梯,1100 元/月
栖凤居 2室2厅1卫,2室2厅|83平米|低层(共6层),栖凤居  |青白江-凤凰新城华金大道三段152号,经政府平台权属核验|整租|朝南,1000 元/月
大邑清江花园 3室2厅1卫,3室2厅|125.8平米|高层(共6层),大邑清江花园  |大邑-大邑城区西门巷14号,经政府平台权属核验|整租|朝北,780 元/月
源生一品 3室2厅1卫,3室2厅|96平米|高层(共10层),源生一品  |简阳-城东新区雄州大道南段208号,未核验|整租|朝南|有电梯,1400 元/月
银桂园 2室2厅1卫,2室2厅|91.8平米|中层(共8层),银桂园  |都江堰-都江堰城区问道西路9号,经政府平台权属核验|整租|朝西,600 元/月
合能四季映像 2室1厅1卫,2室1厅|60平米|中层(共25层),合能四季映像  |龙泉驿-大面青台山路333号,经政府平台权属核验|整租|朝西|有电梯,1400 元/月
旺府凯旋门 2室2厅1卫,2室2厅|81平米|高层(共32层),旺府凯旋门  |龙泉驿-龙泉驿周边龙工南路777号,经政府平台权属核验|整租|东南,1500 元/月
昌建星悦城 2室2厅1卫,2室2厅|80平米|低层(共33层),"昌建星悦城  |彭州-彭州城区南三环路二段336号,南三环路二段288号",经政府平台权属核验|整租|朝南,1350 元/月
凯祥摩尔国际 3室2厅2卫,3室2厅|99.9平米|中层(共29层),凯祥摩尔国际  |邛崃市-邛崃城区君平大道395号,经政府平台权属核验|整租|朝南|有电梯,1200 元/月
江岸在水一方 3室2厅2卫,3室2厅|119.2平米|低层(共12层),江岸在水一方  |金堂-金堂城区古城路270号,经政府平台权属核验|整租|南北,1300 元/月
天府国际凤凰城 2室1厅1卫,2室1厅|74平米|中层(共26层),天府国际凤凰城  |都江堰-都江堰城区天府大道555号,经政府平台权属核验|整租|朝南|有电梯,1300 元/月
书香别院 2室1厅1卫,2室1厅|88.3平米|共5层,书香别院  |青白江-凤凰新城菁华路116号,经政府平台权属核验|整租|朝南,1200 元/月
威兰德小镇 3室2厅1卫,3室2厅|87平米|低层(共26层),威兰德小镇  |双流-彭镇双楠大道下段2150号,经政府平台权属核验|整租|朝南|有电梯,1500 元/月
天府欧城 2室2厅1卫,2室2厅|68平米|中层(共26层),天府欧城  |青白江-文体中心凤凰西七路31号,经政府平台权属核验|整租|朝南,1400 元/月
中地小区 2室1厅1卫,2室1厅|93平米|中层(共6层),中地小区  |彭州-彭州城区外南街15号,经政府平台权属核验|整租|朝东,800 元/月
南湖半岛 1室1厅1卫,1室1厅|52平米|高层(共33层),南湖半岛  |天府新区-南湖南湖北路189号,经政府平台权属核验|整租|朝南|5号线,1500 元/月
晨风社区 1室0厅1卫,1室0厅|32平米|共4层,晨风社区  |高新西区-百草路天辰路101号,未核验|整租|朝南|2号线,1050 元/月
坤耀云庭 2室1厅1卫,2室1厅|65平米|高层(共30层),"坤耀云庭  |崇州-崇州城区永康西路601号,云庭街16号",经政府平台权属核验|整租|朝南,1500 元/月
长荣街178号 3室2厅2卫,3室2厅|130平米|高层(共8层),长荣街178号  |简阳-老城区长荣街178号,未核验|整租|朝南,900 元/月
怡和新居二期 4室2厅1卫,4室2厅|110平米|高层(共6层),怡和新居二期  |龙泉驿-龙泉驿周边怡居路139号,经政府平台权属核验|整租|朝南|2号线,1500 元/月
接龙小区 3室1厅1卫,3室1厅|81平米|中层(共6层),接龙小区  |龙泉驿-龙泉驿周边驿都中路434号,经政府平台权属核验|整租|朝南|2号线,1350 元/月
